factor_name,group,subgroup,short_description,doc_id
IntCovRegGr%TTM,Ratios & Statistics,Financial Strength,"Interest Coverage, Five Year Regression Growth",1395
IntCovRSD%ANN,Ratios & Statistics,Financial Strength,"Interest Coverage, Ten Year Relative Standard Deviation",1395
IntCovRSD%TTM,Ratios & Statistics,Financial Strength,"Interest Coverage, Five Year Relative Standard Deviation",1395
IntCovTTM,Ratios & Statistics,Financial Strength,"Interest Coverage, Trailing 12 Months",1395
NI2CapEx%AssetsA,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, % of Annual Assets",1406
NI2CapEx%AssetsQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, % of Quarterly Assets",1406
NI2CapEx%SalesA,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, % of Annual Sales",1406
NI2CapEx%SalesQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, % of Quarterly Sales",1406
NI2CapEx3YAvg,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Three Year Average",1406
NI2CapEx5YAvg,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Five Year Average",1406
NI2CapExA,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Latest Year",1406
NI2CapExGr%10Y,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Ten Year Annualized Growth",1406
NI2CapExGr%3Y,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Three Year Annualized Growth",1406
NI2CapExGr%5Y,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Five Year Annualized Growth",1406
NI2CapExGr%A,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Growth Annual",1406
NI2CapExGr%PQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Q vs Previous Q Growth",1406
NI2CapExGr%PQTTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Trailing Twelve Months Growth 1Q Ago",1406
NI2CapExGr%PYQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Q vs 1 year ago Q Growth",1406
NI2CapExGr%TTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Trailing Twelve Months Growth",1406
NI2CapExPQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Previous Quarter",1406
NI2CapExPSA,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Annual Per Share",1406
NI2CapExPSQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Quarterly Per Share",1406
NI2CapExPTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Previous Trailing 12 Months",1406
NI2CapExPY,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Previous Year",1406
NI2CapExPYQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Previous Quarter 1 Year Ago",1406
NI2CapExQ,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Latest Quarter",1406
NI2CapExRegEstANN,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Ten Year Regression Estimate",1406
NI2CapExRegEstTTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Five Year Regression Estimate",1406
NI2CapExRegGr%ANN,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Ten Year Regression Estimate",1406
NI2CapExRegGr%TTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Five Year Regression Growth",1406
NI2CapExRSD%ANN,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Ten Year Relative Standard Deviation",1406
NI2CapExRSD%TTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Five Year Relative Standard Deviation",1406
NI2CapExTTM,Ratios & Statistics,Financial Strength,"Net Income to Cap Expenditures, Trailing 12 Months",1406
PayRatio3YAvg,Ratios & Statistics,Financial Strength,"Payout Ratio, Three Year Average",1297
PayRatio5Y,Ratios & Statistics,Financial Strength,"Payout Ratio, 5 Year Factor (%)",1297
PayRatio5YAvg,Ratios & Statistics,Financial Strength,"Payout Ratio, Five Year Average",1297
PayRatioA,Ratios & Statistics,Financial Strength,"Payout Ratio, Latest Year",1297
PayRatioGr%10Y,Ratios & Statistics,Financial Strength,"Payout Ratio, Ten Year Annualized Growth",1297
PayRatioGr%3Y,Ratios & Statistics,Financial Strength,"Payout Ratio, Three Year Annualized Growth",1297
PayRatioGr%5Y,Ratios & Statistics,Financial Strength,"Payout Ratio, Five Year Annualized Growth",1297
PayRatioGr%A,Ratios & Statistics,Financial Strength,"Payout Ratio, Growth Annual",1297
PayRatioGr%PQ,Ratios & Statistics,Financial Strength,"Payout Ratio, Q vs Previous Q Growth",1297
PayRatioGr%PQTTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Trailing Twelve Months Growth 1Q Ago",1297
PayRatioGr%PYQ,Ratios & Statistics,Financial Strength,"Payout Ratio, Q vs 1 year ago Q Growth",1297
PayRatioGr%TTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Trailing Twelve Months Growth",1297
PayRatioPQ,Ratios & Statistics,Financial Strength,"Payout Ratio, Previous Quarter",1297
PayRatioPTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Previous Trailing 12 Months",1297
PayRatioPY,Ratios & Statistics,Financial Strength,"Payout Ratio, Previous Year",1297
PayRatioPYQ,Ratios & Statistics,Financial Strength,"Payout Ratio, Previous Quarter 1 Year Ago",1297
PayRatioQ,Ratios & Statistics,Financial Strength,"Payout Ratio, Latest Quarter",1297
PayRatioRegEstANN,Ratios & Statistics,Financial Strength,"Payout Ratio, Ten Year Regression Estimate",1297
PayRatioRegEstTTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Five Year Regression Estimate",1297
PayRatioRegGr%ANN,Ratios & Statistics,Financial Strength,"Payout Ratio, Ten Year Regression Estimate",1297
PayRatioRegGr%TTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Five Year Regression Growth",1297
PayRatioRSD%ANN,Ratios & Statistics,Financial Strength,"Payout Ratio, Ten Year Relative Standard Deviation",1297
PayRatioRSD%TTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Five Year Relative Standard Deviation",1297
PayRatioTTM,Ratios & Statistics,Financial Strength,"Payout Ratio, Trailing 12 Months",1297
QuickRatio3YAvg,Ratios & Statistics,Financial Strength,"Quick  Ratio, Three Year Average",1296
QuickRatio5YAvg,Ratios & Statistics,Financial Strength,"Quick  Ratio, Five Year Average",1296
QuickRatioA,Ratios & Statistics,Financial Strength,"Quick  Ratio, Latest Year",1296
QuickRatioGr%10Y,Ratios & Statistics,Financial Strength,"Quick  Ratio, Ten Year Annualized Growth",1296
QuickRatioGr%3Y,Ratios & Statistics,Financial Strength,"Quick  Ratio, Three Year Annualized Growth",1296
QuickRatioGr%5Y,Ratios & Statistics,Financial Strength,"Quick  Ratio, Five Year Annualized Growth",1296
QuickRatioGr%A,Ratios & Statistics,Financial Strength,"Quick  Ratio, Growth Annual",1296
QuickRatioGr%PQ,Ratios & Statistics,Financial Strength,"Quick  Ratio, Q vs Previous Q Growth",1296
QuickRatioGr%PQTTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Trailing Twelve Months Growth 1Q Ago",1296
QuickRatioGr%PYQ,Ratios & Statistics,Financial Strength,"Quick  Ratio, Q vs 1 year ago Q Growth",1296
QuickRatioGr%TTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Trailing Twelve Months Growth",1296
QuickRatioPQ,Ratios & Statistics,Financial Strength,"Quick  Ratio, Previous Quarter",1296
QuickRatioPTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Previous Trailing 12 Months",1296
QuickRatioPY,Ratios & Statistics,Financial Strength,"Quick  Ratio, Previous Year",1296
QuickRatioPYQ,Ratios & Statistics,Financial Strength,"Quick  Ratio, Previous Quarter 1 Year Ago",1296
QuickRatioQ,Ratios & Statistics,Financial Strength,"Quick  Ratio, Latest Quarter",1296
QuickRatioRegEstANN,Ratios & Statistics,Financial Strength,"Quick  Ratio, Ten Year Regression Estimate",1296
QuickRatioRegEstTTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Five Year Regression Estimate",1296
QuickRatioRegGr%ANN,Ratios & Statistics,Financial Strength,"Quick  Ratio, Ten Year Regression Estimate",1296
QuickRatioRegGr%TTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Five Year Regression Growth",1296
QuickRatioRSD%ANN,Ratios & Statistics,Financial Strength,"Quick  Ratio, Ten Year Relative Standard Deviation",1296
QuickRatioRSD%TTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Five Year Relative Standard Deviation",1296
QuickRatioTTM,Ratios & Statistics,Financial Strength,"Quick  Ratio, Trailing 12 Months",1296
Retn%3YAvg,Ratios & Statistics,Financial Strength,"Retention Rate, Three Year Average",0
Retn%5YAvg,Ratios & Statistics,Financial Strength,"Retention Rate, Five Year Average",0
Retn%A,Ratios & Statistics,Financial Strength,"Retention Rate, Latest Year",0
Retn%Gr%10Y,Ratios & Statistics,Financial Strength,"Retention Rate, Ten Year Annualized Growth",0
Retn%Gr%3Y,Ratios & Statistics,Financial Strength,"Retention Rate, Three Year Annualized Growth",0
Retn%Gr%5Y,Ratios & Statistics,Financial Strength,"Retention Rate, Five Year Annualized Growth",0
Retn%Gr%A,Ratios & Statistics,Financial Strength,"Retention Rate, Growth Annual",0
Retn%Gr%PQ,Ratios & Statistics,Financial Strength,"Retention Rate, Q vs Previous Q Growth",0
Retn%Gr%PQTTM,Ratios & Statistics,Financial Strength,"Retention Rate, Trailing Twelve Months Growth 1Q Ago",0
Retn%Gr%PYQ,Ratios & Statistics,Financial Strength,"Retention Rate, Q vs 1 year ago Q Growth",0
Retn%Gr%TTM,Ratios & Statistics,Financial Strength,"Retention Rate, Trailing Twelve Months Growth",0
Retn%PQ,Ratios & Statistics,Financial Strength,"Retention Rate, Previous Quarter",0
Retn%PTM,Ratios & Statistics,Financial Strength,"Retention Rate, Previous Trailing 12 Months",0
Retn%PY,Ratios & Statistics,Financial Strength,"Retention Rate, Previous Year",0
Retn%PYQ,Ratios & Statistics,Financial Strength,"Retention Rate, Previous Quarter 1 Year Ago",0
Retn%Q,Ratios & Statistics,Financial Strength,"Retention Rate, Latest Quarter",0
Retn%RegEstANN,Ratios & Statistics,Financial Strength,"Retention Rate, Ten Year Regression Estimate",0
Retn%RegEstTTM,Ratios & Statistics,Financial Strength,"Retention Rate, Five Year Regression Estimate",0
Retn%RegGr%ANN,Ratios & Statistics,Financial Strength,"Retention Rate, Ten Year Regression Estimate",0
Retn%RegGr%TTM,Ratios & Statistics,Financial Strength,"Retention Rate, Five Year Regression Growth",0
Retn%RSD%ANN,Ratios & Statistics,Financial Strength,"Retention Rate, Ten Year Relative Standard Deviation",0
Retn%RSD%TTM,Ratios & Statistics,Financial Strength,"Retention Rate, Five Year Relative Standard Deviation",0
Retn%TTM,Ratios & Statistics,Financial Strength,"Retention Rate, Trailing 12 Months",0
WCapPS2PrA,Ratios & Statistics,Financial Strength,"Working Capital Per Share To Price Ratio, Annual",1171
WCapPS2PrQ,Ratios & Statistics,Financial Strength,"Working Capital Per Share To Price Ratio, Quarterly",1172
EBITDAMgn%3YAvg,Ratios & Statistics,Margins,"EBITDA Margin, Three Year Average",0
EBITDAMgn%5Y,Ratios & Statistics,Margins,EBITDA Margin 5 year (%),1086
EBITDAMgn%5YAvg,Ratios & Statistics,Margins,"EBITDA Margin, Five Year Average",0
EBITDAMgn%A,Ratios & Statistics,Margins,"EBITDA Margin, Latest Year",0
EBITDAMgn%Gr%10Y,Ratios & Statistics,Margins,"EBITDA Margin, Ten Year Annualized Growth",0
EBITDAMgn%Gr%3Y,Ratios & Statistics,Margins,"EBITDA Margin, Three Year Annualized Growth",0
EBITDAMgn%Gr%5Y,Ratios & Statistics,Margins,"EBITDA Margin, Five Year Annualized Growth",0
EBITDAMgn%Gr%A,Ratios & Statistics,Margins,"EBITDA Margin, Growth Annual",0
EBITDAMgn%Gr%PQ,Ratios & Statistics,Margins,"EBITDA Margin, Q vs Previous Q Growth",0
EBITDAMgn%Gr%PQTTM,Ratios & Statistics,Margins,"EBITDA Margin, Trailing Twelve Months Growth 1Q Ago",0
EBITDAMgn%Gr%PYQ,Ratios & Statistics,Margins,"EBITDA Margin, Q vs 1 year ago Q Growth",0
EBITDAMgn%Gr%TTM,Ratios & Statistics,Margins,"EBITDA Margin, Trailing Twelve Months Growth",0
EBITDAMgn%PQ,Ratios & Statistics,Margins,"EBITDA Margin, Previous Quarter",0
EBITDAMgn%PTM,Ratios & Statistics,Margins,"EBITDA Margin, Previous Trailing 12 Months",0
EBITDAMgn%PY,Ratios & Statistics,Margins,"EBITDA Margin, Previous Year",0
EBITDAMgn%PYQ,Ratios & Statistics,Margins,"EBITDA Margin, Previous Quarter 1 Year Ago",0
EBITDAMgn%Q,Ratios & Statistics,Margins,"EBITDA Margin, Latest Quarter",0
EBITDAMgn%RegEstANN,Ratios & Statistics,Margins,"EBITDA Margin, Ten Year Regression Estimate",0
EBITDAMgn%RegEstTTM,Ratios & Statistics,Margins,"EBITDA Margin, Five Year Regression Estimate",0
EBITDAMgn%RegGr%ANN,Ratios & Statistics,Margins,"EBITDA Margin, Ten Year Regression Estimate",0
EBITDAMgn%RegGr%TTM,Ratios & Statistics,Margins,"EBITDA Margin, Five Year Regression Growth",0
EBITDAMgn%RSD%ANN,Ratios & Statistics,Margins,"EBITDA Margin, Ten Year Relative Standard Deviation",0
EBITDAMgn%RSD%TTM,Ratios & Statistics,Margins,"EBITDA Margin, Five Year Relative Standard Deviation",0
EBITDAMgn%TTM,Ratios & Statistics,Margins,"EBITDA Margin, Trailing 12 Months",0
FCFLMgn%3YAvg,Ratios & Statistics,Margins,"Free Cash Flow Margin, Three Year Average",1291
FCFLMgn%5YAvg,Ratios & Statistics,Margins,"Free Cash Flow Margin, Five Year Average",1291
FCFLMgn%A,Ratios & Statistics,Margins,"Free Cash Flow Margin, Latest Year",1291
FCFLMgn%Gr%10Y,Ratios & Statistics,Margins,"Free Cash Flow Margin, Ten Year Annualized Growth",1291
FCFLMgn%Gr%3Y,Ratios & Statistics,Margins,"Free Cash Flow Margin, Three Year Annualized Growth",1291
FCFLMgn%Gr%5Y,Ratios & Statistics,Margins,"Free Cash Flow Margin, Five Year Annualized Growth",1291
FCFLMgn%Gr%A,Ratios & Statistics,Margins,"Free Cash Flow Margin, Growth Annual",1291
FCFLMgn%Gr%PQ,Ratios & Statistics,Margins,"Free Cash Flow Margin, Q vs Previous Q Growth",1291
FCFLMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Trailing Twelve Months Growth 1Q Ago",1291
FCFLMgn%Gr%PYQ,Ratios & Statistics,Margins,"Free Cash Flow Margin, Q vs 1 year ago Q Growth",1291
FCFLMgn%Gr%TTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Trailing Twelve Months Growth",1291
FCFLMgn%PQ,Ratios & Statistics,Margins,"Free Cash Flow Margin, Previous Quarter",1291
FCFLMgn%PTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Previous Trailing 12 Months",1291
FCFLMgn%PY,Ratios & Statistics,Margins,"Free Cash Flow Margin, Previous Year",1291
FCFLMgn%PYQ,Ratios & Statistics,Margins,"Free Cash Flow Margin, Previous Quarter 1 Year Ago",1291
FCFLMgn%Q,Ratios & Statistics,Margins,"Free Cash Flow Margin, Latest Quarter",1291
FCFLMgn%RegEstANN,Ratios & Statistics,Margins,"Free Cash Flow Margin, Ten Year Regression Estimate",1291
FCFLMgn%RegEstTTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Five Year Regression Estimate",1291
FCFLMgn%RegGr%ANN,Ratios & Statistics,Margins,"Free Cash Flow Margin, Ten Year Regression Estimate",1291
FCFLMgn%RegGr%TTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Five Year Regression Growth",1291
FCFLMgn%RSD%ANN,Ratios & Statistics,Margins,"Free Cash Flow Margin, Ten Year Relative Standard Deviation",1291
FCFLMgn%RSD%TTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Five Year Relative Standard Deviation",1291
FCFLMgn%TTM,Ratios & Statistics,Margins,"Free Cash Flow Margin, Trailing 12 Months",1291
GMgn%_GAAP3YAvg,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Three Year Average",1289
GMgn%_GAAP5YAvg,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Five Year Average",1289
GMgn%_GAAPA,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Latest Year",1289
GMgn%_GAAPGr%10Y,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Ten Year Annualized Growth",1289
GMgn%_GAAPGr%3Y,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Three Year Annualized Growth",1289
GMgn%_GAAPGr%5Y,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Five Year Annualized Growth",1289
GMgn%_GAAPGr%A,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Growth Annual",1289
GMgn%_GAAPGr%PQ,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Q vs Previous Q Growth",1289
GMgn%_GAAPGr%PQTTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Trailing Twelve Months Growth 1Q Ago",1289
GMgn%_GAAPGr%PYQ,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Q vs 1 year ago Q Growth",1289
GMgn%_GAAPGr%TTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Trailing Twelve Months Growth",1289
GMgn%_GAAPPQ,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Previous Quarter",1289
GMgn%_GAAPPTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Previous Trailing 12 Months",1289
GMgn%_GAAPPY,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Previous Year",1289
GMgn%_GAAPPYQ,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Previous Quarter 1 Year Ago",1289
GMgn%_GAAPQ,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Latest Quarter",1289
GMgn%_GAAPRegEstANN,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Ten Year Regression Estimate",1289
GMgn%_GAAPRegEstTTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Five Year Regression Estimate",1289
GMgn%_GAAPRegGr%ANN,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Ten Year Regression Estimate",1289
GMgn%_GAAPRegGr%TTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Five Year Regression Growth",1289
GMgn%_GAAPRSD%ANN,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Ten Year Relative Standard Deviation",1289
GMgn%_GAAPRSD%TTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Five Year Relative Standard Deviation",1289
GMgn%_GAAPTTM,Ratios & Statistics,Margins,"Gross Profit Margin GAAP, Trailing 12 Months",1289
GMgn%3YAvg,Ratios & Statistics,Margins,"Gross Profit Margin, Three Year Average",1289
GMgn%5Y,Ratios & Statistics,Margins,"Gross Margin, 5 Year Factor (%)",1090
GMgn%5YAvg,Ratios & Statistics,Margins,"Gross Profit Margin, Five Year Average",1289
GMgn%A,Ratios & Statistics,Margins,"Gross Profit Margin, Latest Year",1289
GMgn%Gr%10Y,Ratios & Statistics,Margins,"Gross Profit Margin, Ten Year Annualized Growth",1289
GMgn%Gr%3Y,Ratios & Statistics,Margins,"Gross Profit Margin, Three Year Annualized Growth",1289
GMgn%Gr%5Y,Ratios & Statistics,Margins,"Gross Profit Margin, Five Year Annualized Growth",1289
GMgn%Gr%A,Ratios & Statistics,Margins,"Gross Profit Margin, Growth Annual",1289
GMgn%Gr%PQ,Ratios & Statistics,Margins,"Gross Profit Margin, Q vs Previous Q Growth",1289
GMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Gross Profit Margin, Trailing Twelve Months Growth 1Q Ago",1289
GMgn%Gr%PYQ,Ratios & Statistics,Margins,"Gross Profit Margin, Q vs 1 year ago Q Growth",1289
GMgn%Gr%TTM,Ratios & Statistics,Margins,"Gross Profit Margin, Trailing Twelve Months Growth",1289
GMgn%PQ,Ratios & Statistics,Margins,"Gross Profit Margin, Previous Quarter",1289
GMgn%PTM,Ratios & Statistics,Margins,"Gross Profit Margin, Previous Trailing 12 Months",1289
GMgn%PY,Ratios & Statistics,Margins,"Gross Profit Margin, Previous Year",1289
GMgn%PYQ,Ratios & Statistics,Margins,"Gross Profit Margin, Previous Quarter 1 Year Ago",1289
GMgn%Q,Ratios & Statistics,Margins,"Gross Profit Margin, Latest Quarter",1289
GMgn%RegEstANN,Ratios & Statistics,Margins,"Gross Profit Margin, Ten Year Regression Estimate",1289
GMgn%RegEstTTM,Ratios & Statistics,Margins,"Gross Profit Margin, Five Year Regression Estimate",1289
GMgn%RegGr%ANN,Ratios & Statistics,Margins,"Gross Profit Margin, Ten Year Regression Estimate",1289
GMgn%RegGr%TTM,Ratios & Statistics,Margins,"Gross Profit Margin, Five Year Regression Growth",1289
GMgn%RSD%ANN,Ratios & Statistics,Margins,"Gross Profit Margin, Ten Year Relative Standard Deviation",1289
GMgn%RSD%TTM,Ratios & Statistics,Margins,"Gross Profit Margin, Five Year Relative Standard Deviation",1289
GMgn%TTM,Ratios & Statistics,Margins,"Gross Profit Margin, Trailing 12 Months",1289
NetFCFLMgn%3YAvg,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Three Year Average",1379
NetFCFLMgn%5YAvg,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Five Year Average",1379
NetFCFLMgn%A,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Latest Year",1379
NetFCFLMgn%Gr%10Y,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Ten Year Annualized Growth",1379
NetFCFLMgn%Gr%3Y,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Three Year Annualized Growth",1379
NetFCFLMgn%Gr%5Y,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Five Year Annualized Growth",1379
NetFCFLMgn%Gr%A,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Growth Annual",1379
NetFCFLMgn%Gr%PQ,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Q vs Previous Q Growth",1379
NetFCFLMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Trailing Twelve Months Growth 1Q Ago",1379
NetFCFLMgn%Gr%PYQ,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Q vs 1 year ago Q Growth",1379
NetFCFLMgn%Gr%TTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Trailing Twelve Months Growth",1379
NetFCFLMgn%PQ,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Previous Quarter",1379
NetFCFLMgn%PTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Previous Trailing 12 Months",1379
NetFCFLMgn%PY,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Previous Year",1379
NetFCFLMgn%PYQ,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Previous Quarter 1 Year Ago",1379
NetFCFLMgn%Q,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Latest Quarter",1379
NetFCFLMgn%RegEstANN,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Ten Year Regression Estimate",1379
NetFCFLMgn%RegEstTTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Five Year Regression Estimate",1379
NetFCFLMgn%RegGr%ANN,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Ten Year Regression Estimate",1379
NetFCFLMgn%RegGr%TTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Five Year Regression Growth",1379
NetFCFLMgn%RSD%ANN,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Ten Year Relative Standard Deviation",1379
NetFCFLMgn%RSD%TTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Five Year Relative Standard Deviation",1379
NetFCFLMgn%TTM,Ratios & Statistics,Margins,"Net Free Cash Flow Margin, Trailing 12 Months",1379
NPMgn%%AssetsA,Ratios & Statistics,Margins,"Net Profit Margin, % of Annual Assets",1288
NPMgn%%AssetsQ,Ratios & Statistics,Margins,"Net Profit Margin, % of Quarterly Assets",1288
NPMgn%%SalesA,Ratios & Statistics,Margins,"Net Profit Margin, % of Annual Sales",1288
NPMgn%%SalesQ,Ratios & Statistics,Margins,"Net Profit Margin, % of Quarterly Sales",1288
NPMgn%3YAvg,Ratios & Statistics,Margins,"Net Profit Margin, Three Year Average",1288
NPMgn%5Y,Ratios & Statistics,Margins,"Net Margin, 5 Year Factor (%)",218
NPMgn%5YAvg,Ratios & Statistics,Margins,"Net Profit Margin, Five Year Average",1288
NPMgn%A,Ratios & Statistics,Margins,"Net Profit Margin, Latest Year",1288
NPMgn%Gr%10Y,Ratios & Statistics,Margins,"Net Profit Margin, Ten Year Annualized Growth",1288
NPMgn%Gr%3Y,Ratios & Statistics,Margins,"Net Profit Margin, Three Year Annualized Growth",1288
NPMgn%Gr%5Y,Ratios & Statistics,Margins,"Net Profit Margin, Five Year Annualized Growth",1288
NPMgn%Gr%A,Ratios & Statistics,Margins,"Net Profit Margin, Growth Annual",1288
NPMgn%Gr%PQ,Ratios & Statistics,Margins,"Net Profit Margin, Q vs Previous Q Growth",1288
NPMgn%Gr%PQTTM,Ratios & Statistics,Margins,"Net Profit Margin, Trailing Twelve Months Growth 1Q Ago",1288
NPMgn%Gr%PYQ,Ratios & Statistics,Margins,"Net Profit Margin, Q vs 1 year ago Q Growth",1288
NPMgn%Gr%TTM,Ratios & Statistics,Margins,"Net Profit Margin, Trailing Twelve Months Growth",1288
NPMgn%PQ,Ratios & Statistics,Margins,"Net Profit Margin, Previous Quarter",1288
NPMgn%PSA,Ratios & Statistics,Margins,"Net Profit Margin, Annual Per Share",1288
NPMgn%PSQ,Ratios & Statistics,Margins,"Net Profit Margin, Quarterly Per Share",1288
NPMgn%PTM,Ratios & Statistics,Margins,"Net Profit Margin, Previous Trailing 12 Months",1288
NPMgn%PY,Ratios & Statistics,Margins,"Net Profit Margin, Previous Year",1288
NPMgn%PYQ,Ratios & Statistics,Margins,"Net Profit Margin, Previous Quarter 1 Year Ago",1288
NPMgn%Q,Ratios & Statistics,Margins,"Net Profit Margin, Latest Quarter",1288
NPMgn%RegEstANN,Ratios & Statistics,Margins,"Net Profit Margin, Ten Year Regression Estimate",1288
NPMgn%RegEstTTM,Ratios & Statistics,Margins,"Net Profit Margin, Five Year Regression Estimate",1288
NPMgn%RegGr%ANN,Ratios & Statistics,Margins,"Net Profit Margin, Ten Year Regression Estimate",1288
NPMgn%RegGr%TTM,Ratios & Statistics,Margins,"Net Profit Margin, Five Year Regression Growth",1288
NPMgn%RSD%ANN,Ratios & Statistics,Margins,"Net Profit Margin, Ten Year Relative Standard Deviation",1288
NPMgn%RSD%TTM,Ratios & Statistics,Margins,"Net Profit Margin, Five Year Relative Standard Deviation",1288
NPMgn%TTM,Ratios & Statistics,Margins,"Net Profit Margin, Trailing 12 Months",1288
OpMgn%3YAvg,Ratios & Statistics,Margins,"Operating Margin, Three Year Average",1290
OpMgn%5Y,Ratios & Statistics,Margins,"Operating Margin, 5 Year Factor (%)",486
OpMgn%5YAvg,Ratios & Statistics,Margins,"Operating Margin, Five Year Average",1290
OpMgn%A,Ratios & Statistics,Margins,"Operating Margin, Latest Year",1290
OpMgn%Gr%10Y,Ratios & Statistics,Margins,"Operating Margin, Ten Year Annualized Growth",1290
