function_name,group,subgroup,english,item_type,short_desc,params,time_code,doc_id
OBVSlopeN,Technical,Accumulation,On Balance Volume (OBV) Slope,FUNC,"Normalized rate of change of the OBV\n\nReturns the normalized linear regression slope of bars values of OBV, or the percent change of the regression of OBV. To screen for stocks whose 10-bar OBV is increasing 20% per bar enter:\n\nOBVSlopeN(0,10)>20","offset,bars",,40
UpDownRatio,Technical,Accumulation,Up/Down Volume Ratio,FUNC,"Calculates the Up/Down Volume ratio for a stock. If the ratio exceeds 0.5, it means volume on a stock's up days outweighed downside volume in the specified period. It is calculated as:\n\nSum Up Vol/(Sum Up Vol + Sum Down Vol)","bars, offset",,690
VMA,Technical,Moving Average,Volume weighted average,FUNC,Volume weighted moving average of a time series. Period is in 'bars' or 'trading days ago' (can vary depending on the series you choose).,"bars [,offset]",Series Dependent,1200
EMA,Technical,Moving Average,Exponential Moving Average,FUNC,Exponential moving average of a time series. Period is in 'bars' or 'trading days ago' (can vary depending on the series you choose).,"bars [,offset,series]",Series Dependent,1200
MACD,Technical,Moving Average,Moving Avg Converge/Diverge,FUNC,Moving Average Convergence/Divergence. Returns the difference between a 26-bar and a 12-bar exponential moving average.,"offset [,series]",,1314
MACDD,Technical,Moving Average,Moving Avg Converge/Diverge,FUNC,Difference of the MACD with its EMA average (the signal line) when period>1 otherwise returns MACD,"short,long [,period ,offset,series]",,1314
SMA_D,Technical,Moving Average,Simple Moving Average,FUNC,Simple moving average of a time series. Period is in 'days' which include holidays.,"days [,offset,series]",Weekday,1200
EMA_D,Technical,Moving Average,Exponential Moving Average,FUNC,Exponential moving average of a time series. Period is in 'days' which include holidays.,"days [,offset,series]",Weekday,1200
SMA_W,Technical,Moving Average,Simple Moving Average,FUNC,Simple moving average of the weekly time series.,"weeks [,offset,series]",Weekly,1200
EMA_W,Technical,Moving Average,Exponential Moving Average,FUNC,Exponential moving average of the weekly time series.,"weeks [,offset,series]",Weekly,1200
WMA_D,Technical,Moving Average,Weighted moving average,FUNC,Weighted moving average of a time series. Period is in 'days' which include holidays.,"days [,offset,series]",Weekday,1200
WMA,Technical,Moving Average,Weighted moving average,FUNC,Weighted moving average of a time series. Period is in 'bars' or 'trading days ago' (can vary depending on the series you choose).,"bars [,offset,series]",Series Dependent,1200
CrossOver,Technical,Moving Average,Moving Avg Cross Over/Under,FUNC,"Returns TRUE(1) when the MA(period1) is over MA(period2) and the cross happened 'bars' ago or less. Otherwise it returns FALSE(0).\n\ntype: #SMA,#EMA,#VMA, or #WMA\nbars: maximum no. bars examined 1-100\nperiod1: period for moving average 1-250\nperiod2: period for moving average 1-250\n\nEx. To find all stocks whose 50 bar simple average has crossed over the 200 bar average in the last 10 bars, enter:\n\nCrossOver(#SMA,10,50,200)=TRUE","type,bars,period1,period2",,0
CrossUnder,Technical,Moving Average,Moving Avg Cross Over/Under,FUNC,"Returns TRUE(1) when the MA(period1) is below MA(period2) and the cross happened 'bars' ago or less. Otherwise it returns FALSE(0).\n\ntype: #SMA,#EMA,#VMA, or #WMA\nbars: maximum no. bars examined 1-100\nperiod1: period for moving average 1-250\nperiod2: period for moving average 1-250\n\nEx. To find all stocks whose 50 bar simple average has crossed below the 200 bar average in the last 10 bars, enter:\n\nCrossUnder(#SMA,10,50,200)=TRUE","type,bars,period1,period2",,0
SMA,Technical,Moving Average,Simple Moving Average,FUNC,Simple moving average of a time series. Period is in 'bars' or 'trading days ago' (can vary depending on the series you choose).,"bars [,offset,series]",Series Dependent,1200
CCI,Technical,Oscillators,Commodity Channel Index,FUNC,Commodity Channel Index.,"bars,[offset,series]",,858
ULTOSC,Technical,Oscillators,Ultimate Oscillator,FUNC,Ultimate Oscillator.\n\nReturns the weighted sum of three oscillators of different time periods as defined by Larry Williams. An offset can be specified to find trends in the ULTOSC to find divergences with the price.,offset,,0
StochD,Technical,Oscillators,Stochastic Oscillator,FUNC,Returns the Stochastic %D value,"period ,smoothK , smoothD [, offset,series]",,1250
StochK,Technical,Oscillators,Stochastic Oscillator,FUNC,Returns the Stochastic %K value,"period [,smoothK,offset,series]",,1250
RSI_D,Technical,Oscillators,Relative Strength Indicator (RSI),FUNC,Welles Wilder's Relative Strength Index. Period is in 'days' which include holidays.,"days [,offset,series]",Weekday,835
Momentum,Technical,Oscillators,Momentum,FUNC,Measures the amount that a security's closing price has changed over a given time span.\n\nabsolute = FALSE (default) calculates as 100*Close(0)/Close(bars)\nabsolute = TRUE calculates as Close(0)-Close(bars)\n\nSee Full Description for details.,"bars[,offset,absolute]",,779
RSI,Technical,Oscillators,Relative Strength Indicator (RSI),FUNC,Welles Wilder's Relative Strength Index. Period is in 'bar' or 'trading days' (can depend on the series you specify),"period [,offset,series]",Series Dependent,835
FlipFlop,Technical,Oscillators,Flip Flop,FUNC,Returns TRUE or FALSE depending on the last threshold that was exceeded,"series, on_value,off_value[,initial_state]",,1284
RSI_W,Technical,Oscillators,Relative Strength Indicator (RSI),FUNC,Welles Wilder's Relative Strength Index. Period is in 'weeks' which include holidays.,"weeks [,offset,series]",Week,835
GapDown,Technical,Pattern,Gap Down,FUNC,"This function returns TRUE (1) when a stock has a Gap Down pattern in the period specified by the 'bars' parameters, with the start bar being specified by 'offset'.","GapPct,VolPct,bars,offset",,193
GapUp,Technical,Pattern,Gap Up,FUNC,"This function returns TRUE (1) when a stock has a Gap Up pattern in the period specified by the 'bars' parameters, with the start bar being specified by 'offset'.","GapPct,VolPct,bars,offset",,337
Ret%Chg,Technical,Performance,Return Incl Div (Total Return),FUNC,Total return (includes dividends) in the period specified,"bars [,offset,series]",Series Dependent,1332
Rel%Chg,Technical,Performance,Relative Return Incl Div,FUNC,Total return relative to the benchmark or other series,"bars [,series]",Series Dependent,1360
FutureRel%Chg,Technical,Performance,Future Return,FUNC,Future total return relative to the benchmark or other series,"bars [,series]",Series Dependent,1361
Future%Chg,Technical,Performance,Future Return,FUNC,Future total return,"bars [,series]",Series Dependent,1361
HighPct,Technical,Performance,Percent From Hi/Lo,FUNC,Percent from high in the period (incl div),"bars [,series]",Series Dependent,0
HighPct_W,Technical,Performance,Percent From Hi/Lo,FUNC,Percent from high in the period using the weekly series (incl div),"weeks [,series]",Weekly,0
LowPct,Technical,Performance,Percent From Hi/Lo,FUNC,Percent from low in the period (incl div),"weeks [,series]",Series Dependent,0
LowPct_W,Technical,Performance,Percent From Hi/Lo,FUNC,Percent from low in the period using the weekly series (incl div),"weeks [,series]",Weekly,0
SMAPct,Technical,Performance,Percent From Average,FUNC,Percent from SMA (incl div),"bars [,series]",Series Dependent,0
SMAPct_W,Technical,Performance,Percent From Average,FUNC,Percent from SMA using the weekly series (incl div),"weeks [,series]",Weekly,0
FXPerf,Technical,Performance,Currency Adjustment Ratio,FUNC,Ratio to normalize a stock performance to the currency of your system,"bars [,offset]",,1409
Ret%Chg_D,Technical,Performance,Return Incl Div (Total Return),FUNC,Total return (includes dividends) in the period specified,"bars [,offset,series]",Weekday,1332
Rel%Chg_D,Technical,Performance,Relative Return Incl Div,FUNC,Total return relative to the benchmark or other series,"bars [,series]",Weekday,1360
FutureRel%Chg_D,Technical,Performance,Future Return,FUNC,Future total return relative to the benchmark or other series,"days [,series]",Weekday,1361
Future%Chg_D,Technical,Performance,Future Return,FUNC,Future total return,"days [,series]",Weekday,1361
Close,Technical,Price & Volume,Price OHLCV,FUNC,Historical close price 'bars' or 'trading days' ago (the length of a bar can be determined by the series used). Use negative values to peek into the future.,"bars [,series]",Series Dependent,832
CloseAdj,Technical,Price & Volume,Price Special,FUNC,Historical Close adjusted for splits even when used in the past (only availalble in the Series Tool).\n\nNOTE: not to be used with other ratios that are point-in-time.,barsAgo,,0
CloseExDiv,Technical,Price & Volume,Price Special,FUNC,Historical close unadjusted by dividends. When this function is evaluated in the past it reverses out future splits (if any).,barsAgo,,0
MinLiquidity,Technical,Price & Volume,Liquidity,FUNC,Returns the lowest total amount traded (price * volume) for the past number of bars.,"noBars [,offset]",,0
Vol,Technical,Price & Volume,Price OHLCV,FUNC,Historical volume for a day in the past.,"bars [,series]",Series Dependent,1315
Vol_D,Technical,Price & Volume,Price OHLCV,FUNC,Historical volume 'days' ago including holidays. Holidays are filled in with previous day volume.,"days [,series]",Weekday,1315
Vol_W,Technical,Price & Volume,Price OHLCV,FUNC,"Historical weekly volume. Use 0 for the most recent week. 1 for the week before, etc.","weeks [,series]",Weekly,1315
Spread_D,Technical,Price & Volume,Bid Ask Spread,FUNC,Returns the closing spread (ask-bid) for the day including holidays. Holidays are filled in with the spread from the previous day. Data is from ICE Data (formerly Interactive Data Corp).,daysAgo,,0
BenchLow,Technical,Price & Volume,Benchmark Price,FUNC,"Historical low price of the benchmark. To get the last low enter\n\nBenchLow(0) \n\nWhen running backtests, BenchLow(-1) can be used to peek into the next day's open price.",barsAgo,,0
BenchOpen,Technical,Price & Volume,Benchmark Price,FUNC,"Historical open price of the benchmark. To get the last open enter:\n\nBenchOpen(0).\n\nWhen running backtests, BenchOpen(-1) can be used to peek into the next day's open price.",barsAgo,,0
Close_W,Technical,Price & Volume,Price OHLCV,FUNC,"Historical weekly close price. Use 0 for the most recent week, 1 for the week before, etc.","weeks [,series]",Weekly,832
Close_D,Technical,Price & Volume,Price OHLCV,FUNC,Historical daily close price 'days' ago including holidays. Holidays are filled in with previous day close.,"days [,series]",Weekday,832
Open_D,Technical,Price & Volume,Price OHLCV,FUNC,Historical Open price 'days' ago including holidays. Holidays are filled in with previous day close.,"days [,series]",Weekday,832
Hi_D,Technical,Price & Volume,Price OHLCV,FUNC,Historical High price 'days' ago including holidays. Holidays are filled in with previous day close.,"days [,series]",Weekday,832
Low_D,Technical,Price & Volume,Price OHLCV,FUNC,Historical Low price 'days' ago including holidays. Holidays are filled in with previous day close.,"days [,series]",Weekday,832
Open_W,Technical,Price & Volume,Price OHLCV,FUNC,"Historical weekly Open price. Use 0 for the most recent week, 1 for the week before, etc.","weeks [,series]",Weekly,832
Hi_W,Technical,Price & Volume,Price OHLCV,FUNC,"Historical weekly High price. Use 0 for the most recent week, 1 for the week before, etc.","weeks [,series]",Weekly,832
Low_W,Technical,Price & Volume,Price OHLCV,FUNC,"Historical weekly Low price. Use 0 for the most recent week, 1 for the week before, etc.","weeks [,series]",Weekly,832
Spread,Technical,Price & Volume,Bid Ask Spread,FUNC,Returns the closing spread (ask-bid) for the bar. Data is from ICE Data (formerly Interactive Data Corp).,barsAgo,,0
MedianDailyTot,Technical,Price & Volume,Liquidity,FUNC,Median daily total amount traded (price * volume) for the past number of bars.,"noBars [,offset]",,0
MedianVol,Technical,Price & Volume,Average Volume,FUNC,Median volume of the past number of bars,"noBars[,offset,series]",,1306
LowVal,Technical,Price & Volume,Price Highest/Lowest,FUNC,This function returns the lowest value of the series within the specified lookback period. The close prices are used by default.,"period [, offset, series]",,824
LowValBar,Technical,Price & Volume,Price Highest/Lowest,FUNC,This function returns bar where lowest value of the series occurred within the specified lookback period. The close prices are used by default.,"period [, offset, series]",,824
Low,Technical,Price & Volume,Price OHLCV,FUNC,Historical Low price 'bars' or 'trading days' ago (the length of a bar can be determined by the series used). Use negative values to peek into the future.,"bars [,series]",Series Dependent,832
Open,Technical,Price & Volume,Price OHLCV,FUNC,Historical Open price 'bars' or 'trading days' ago (the length of a bar can be determined by the series used). Use negative values to peek into the future.,"bars [,series]",Series Dependent,832
Hi,Technical,Price & Volume,Price OHLCV,FUNC,Historical High price 'bars' or 'trading days' ago (the length of a bar can be determined by the series used). Use negative values to peek into the future.,"bars [,series]",Series Dependent,832
HighVal,Technical,Price & Volume,Price Highest/Lowest,FUNC,This function returns the highest value of the series within the specified lookback period. The close prices are used by default.,"period [, offset, series]",,824
HighValBar,Technical,Price & Volume,Price Highest/Lowest,FUNC,This function returns bar where highest value of the series occurred within the specified lookback period. The close prices are used by default.,"period [, offset, series]",,824
BenchClose,Technical,Price & Volume,Benchmark Price,FUNC,Historical Close price of the benchmark. Ex:\n\nBenchClose(0)  gets the last close\nBenchClose(10)  gets the close 10 bars ago.,barsAgo,,0
BenchHi,Technical,Price & Volume,Benchmark Price,FUNC,"Historical high price of the benchmark. To get the last high enter\n\nBenchHi(0)\n\nWhen running backtests, BenchHi(-1) can be used to peek into the next day's open price.",barsAgo,,0
AvgDailyTot,Technical,Price & Volume,Liquidity,FUNC,"Average daily total amount traded (price * volume) for the past number of bars. You can use the offset to calculate rising avg. For ex:\n\nAvgDailyTot(10) > AvgDailyTot(10,10)","noBars [,offset]",,0
AvgVol,Technical,Price & Volume,Average Volume,FUNC,Average volume of the past number of bars.,"noBars[,offset,series]",,1306
BBLower,Technical,Trending,Bollinger Band,FUNC,Lower Bollinger band value\nperiod: no. of bars used (typical is 20)\ndeviations: no. of deviations (default is 2),"period [,deviations,offset,series]",,1305
BBUpper,Technical,Trending,Bollinger Band,FUNC,Upper Bollinger band value\nperiod: no. of bars used (typical is 20)\ndeviations: no. of deviations (default is 2),"period [,deviations,offset,series]",,1305
ADX,Technical,Trending,Average Directional Movement,FUNC,"Returns the Average Directional movement Index as defined by Welles Wilder. An offset can be specified to find trends in the ADX. For example to screen for stocks whose ADX increased in the past 10 bars enter:\n\nADX(14,0) > ADX(14,10)","period,offset[,series]",,1294
DMICrossOver,Technical,Trending,Directional Movement Cross,FUNC,"Returns TRUE (or 1) if the DMI+ has crossed over the DMI- in the previous bars. DMI+ and DMI- are component of Welles Wilder DMI. To find stocks whose DMI+ crossed over the DMI- within the last 2 bars enter:\n\nDMICrossOver(14,2)=TRUE","period,bars[,series]",,1294
DMICrossUnder,Technical,Trending,Directional Movement Cross,FUNC,"Returns TRUE (or 1) if the DMI- has crossed over the DMI+ in the previous bars. DMI+ and DMI- are component of Welles Wilder DMI. To find stocks whose DMI- crossed over the DMI+ within the last 2 bars enter:\n\nDMICrossUnder(14,2)=TRUE","period,bars[,series]",,1294
DMIMinus,Technical,Trending,Directional Movement Indicator,FUNC,"Returns the DMI- component of the Directional Movement System developed by Welles Wilder. An offset can be specified to calculate past values. To find stocks with strong negative directional movement enter:\n\nDMIMinus(14,0) > DMIPlus(14,0)","period,offset[,series]",,1294
DMIPlus,Technical,Trending,Directional Movement Indicator,FUNC,"Returns the DMI+ component of the Directional Movement System developed by Welles Wilder. An offset can be specified to calculate past values. To find stocks with strong positive directional movement enter:\n\nDMIPlus(14,0) > DMIMinus(14,0)","period,offset[,series]",,1294
PrcRegEst,Technical,Trending,Price Regression End Value,FUNC,Returns the ending value of a Regression Line of the prices (incl div),"bars [,series]",Series Dependent,0
PrcRegEst_W,Technical,Trending,Price Regression End Value,FUNC,Returns the ending value of a Regression Line of the weekly prices (incl div),"bars [,series]",Weekly,0
ROC,Technical,Trending,Rate of Change (ROC),FUNC,Rate of Change.,"bars,[offset,series]",,859
Sortino,Technical,Volatility,Sortino Ratio,FUNC,"Returns a sortino-like ratio. Unlike the normal Sortino ratio, it is not adjusted for the risk-free return.\n\nrange: total number of bars used\nbars: no. bars used for the returns (default=5)\noffset: offset in bars","range[,bars,offset]",,755
ATR,Technical,Volatility,Average True Range,FUNC,Returns the Average True Range as defined by Welles Wilder over the specified period.,"bars [,offset,series]",,1411
ATRN,Technical,Volatility,Average True Range Normalized,FUNC,Returns ATR as a percentage of the closing price. ATRN provides a better way to compare stocks with different price magnitude.,"bars [,offset,series]",,1411
Correl,Technical,Volatility,Correlation coefficient,FUNC,This function returns the correlation coefficient between the specified series,"period , samples , series [, series2]",,1317
Sharpe,Technical,Volatility,Sharpe Ratio,FUNC,"Returns a sharpe-like ratio. Unlike the normal Sharpe ratio, it is not adjusted for the risk-free return.","range[,bars,offset]",,755
PctDev,Technical,Volatility,Standard Deviation (Volatility),FUNC,"Calculates the standard deviation of the percentage moves of the closing prices. For example to calculate the SD of 50  weekly percentage moves enter: PctDev(50,5)","samples,bars[,offset,min_samples,annualize]",,1214
PctAvg,Technical,Volatility,Average Percent Change,FUNC,"Calculates the average of the percentage moves for selected period. To calculate the average of the past 20 weeks enter PctAvg(20,5). Note: using a bar length of 5 returns weekly percentage moves if there are no holidays.","samples,bars[,offset,min_samples,annualize]",,1213
BetaFunc,Technical,Volatility,Beta,FUNC,This function returns the stock's Beta with the country's main benchmark. See Full Description for parameters and examples.,"period, samples[, min_samples, offset, series]",,1205
